image_id,relative_path,filename,stem,extension,file_size_bytes,sha256,readable,width,height,mode,annotation_relative_path,annotation_match_method,n_annotation_candidates,image_error
475,1-coins/100_1477280934.jpg,100_1477280934.jpg,100_1477280934,.jpg,33552,8edddba201c11d3f8d6396b20e4b30a5c1a56b137b7333be8122514feaa9619e,True,640,480,RGB,1-coins/100_1477280934.json,labelme_imagePath,1,
476,1-coins/100_1477280940.jpg,100_1477280940.jpg,100_1477280940,.jpg,34039,f8cafa0e55a8a686d110334da3eebaf73f4f91d0941d26b3341a348a701b8a07,True,640,480,RGB,1-coins/100_1477280940.json,labelme_imagePath,1,
477,1-coins/100_1477280946.jpg,100_1477280946.jpg,100_1477280946,.jpg,34459,33d61da0115557c488efa95b73bf970beaa5dc81de05cf74ad1f7c94959e8027,True,640,480,RGB,1-coins/100_1477280946.json,labelme_imagePath,1,
478,1-coins/100_1477280952.jpg,100_1477280952.jpg,100_1477280952,.jpg,34687,1f1c383b7c6789baea2b9d62ff97bbade457059a4887ef0a4c0951907e05599f,True,640,480,RGB,1-coins/100_1477280952.json,labelme_imagePath,1,
479,1-coins/100_1477280958.jpg,100_1477280958.jpg,100_1477280958,.jpg,34767,661a7dc39e4faae67186dfcb799012199bc487b989121a7ce63aaeb16a95c43b,True,640,480,RGB,1-coins/100_1477280958.json,labelme_imagePath,1,
480,1-coins/100_1477280964.jpg,100_1477280964.jpg,100_1477280964,.jpg,36441,5f5251d70a7804bde12d6a8be35a2d31b9630df4b51841922f435c63e5f8abd9,True,640,480,RGB,1-coins/100_1477280964.json,labelme_imagePath,1,
481,1-coins/100_1477280970.jpg,100_1477280970.jpg,100_1477280970,.jpg,36307,874d342a732486a566536906e382f02d63a2bc81f8bb5454e1eab2345665bb73,True,640,480,RGB,1-coins/100_1477280970.json,labelme_imagePath,1,
482,1-coins/100_1477280976.jpg,100_1477280976.jpg,100_1477280976,.jpg,36891,3a914192f2658d801f9ab1b60a409a639d5e6e2a2c7e6c11f6be1ede053a5c89,True,640,480,RGB,1-coins/100_1477280976.json,labelme_imagePath,1,
483,1-coins/100_1477280982.jpg,100_1477280982.jpg,100_1477280982,.jpg,37127,750d8bb84d1c3a0a9ac007fe6da6c0d4a1c99d1fb6121d01f14b7e393da9326f,True,640,480,RGB,1-coins/100_1477280982.json,labelme_imagePath,1,
484,1-coins/100_1477280988.jpg,100_1477280988.jpg,100_1477280988,.jpg,37720,430a8ec748754b0af72a0234cc117b4b492e9d69eb1ba3deb1241050b857800e,True,640,480,RGB,1-coins/100_1477280988.json,labelme_imagePath,1,
485,1-coins/100_1477280994.jpg,100_1477280994.jpg,100_1477280994,.jpg,37010,ce7b1583cbd4d761eb3b3abe11bd6d25b9025ac10ca0b773b0133ce7cc0e5c4b,True,640,480,RGB,1-coins/100_1477280994.json,labelme_imagePath,1,
486,1-coins/100_1477281000.jpg,100_1477281000.jpg,100_1477281000,.jpg,36778,c654c4f6197497afb68ba5f90f2fe69d34d0f0352a4fed06669d46c765846ecf,True,640,480,RGB,1-coins/100_1477281000.json,labelme_imagePath,1,
487,1-coins/100_1477281006.jpg,100_1477281006.jpg,100_1477281006,.jpg,35659,6ada22ba7a00b550cb4ae092db7a04a0df60fcde5f0a006e63347006fc76dd02,True,640,480,RGB,1-coins/100_1477281006.json,labelme_imagePath,1,
488,1-coins/100_1477281012.jpg,100_1477281012.jpg,100_1477281012,.jpg,35247,e1ddf01feefd5802d3722e8f675c4a254190bb3ee0305c438711de622ae3819b,True,640,480,RGB,1-coins/100_1477281012.json,labelme_imagePath,1,
489,1-coins/100_1477281018.jpg,100_1477281018.jpg,100_1477281018,.jpg,35285,f56f7c8cedef6225dc001ef8701740cff99684ab19af936035e95b6922b700c4,True,640,480,RGB,1-coins/100_1477281018.json,labelme_imagePath,1,
490,1-coins/100_1477281042.jpg,100_1477281042.jpg,100_1477281042,.jpg,34273,ce852d2ef2d52eec0337d9240c750d0d25147627a142faf03ed73448a73fb273,True,640,480,RGB,1-coins/100_1477281042.json,labelme_imagePath,1,
491,1-coins/100_1477281048.jpg,100_1477281048.jpg,100_1477281048,.jpg,33729,db710c7db006b87cb32419b061fc690cad397d1cf7059496b4bdb36ee6633205,True,640,480,RGB,1-coins/100_1477281048.json,labelme_imagePath,1,
492,1-coins/100_1477281054.jpg,100_1477281054.jpg,100_1477281054,.jpg,33932,26b5e5c52113301b7a3ee6e54d485ed45ea7021b93cb75d637dbe7ee7c1e037a,True,640,480,RGB,1-coins/100_1477281054.json,labelme_imagePath,1,
493,1-coins/100_1477281060.jpg,100_1477281060.jpg,100_1477281060,.jpg,33388,492f535bfd77580fa99540b69dc2be8a6ae4eb01b70b3bd4b1f4e4b142b1c76e,True,640,480,RGB,1-coins/100_1477281060.json,labelme_imagePath,1,
494,1-coins/100_1477281066.jpg,100_1477281066.jpg,100_1477281066,.jpg,33516,4d2be3ab54258235f7d9e831b483de0c673247ab1d41128d8f60efc986778d19,True,640,480,RGB,1-coins/100_1477281066.json,labelme_imagePath,1,
495,1-coins/100_1477281072.jpg,100_1477281072.jpg,100_1477281072,.jpg,35588,4dba32402f50a6f5493eceb0d6adea58a4dffdc9d7fcf0f820689886dfff71fb,True,640,480,RGB,1-coins/100_1477281072.json,labelme_imagePath,1,
496,1-coins/100_1477281078.jpg,100_1477281078.jpg,100_1477281078,.jpg,35351,b753afeb888706abaf3399ffceef8fd66b1924e3f67bdeb961b2778b7a322480,True,640,480,RGB,1-coins/100_1477281078.json,labelme_imagePath,1,
497,1-coins/100_1477281084.jpg,100_1477281084.jpg,100_1477281084,.jpg,35574,d31ba92917b449f9e0ea801ab622c0d87c4a326bb4b98b56faac828e9fce61b9,True,640,480,RGB,1-coins/100_1477281084.json,labelme_imagePath,1,
498,1-coins/100_1477281090.jpg,100_1477281090.jpg,100_1477281090,.jpg,36046,a8d3fad8db565aaa66acb4e53901aeef52afec4a6aeba6b44742c6d03d739410,True,640,480,RGB,1-coins/100_1477281090.json,labelme_imagePath,1,
499,1-coins/100_1477281096.jpg,100_1477281096.jpg,100_1477281096,.jpg,36033,b7a14decc1d4f44f564cc7aac053f8b69a8b82bbb8e504f488b86264814dd59a,True,640,480,RGB,1-coins/100_1477281096.json,labelme_imagePath,1,
500,1-coins/100_1477281102.jpg,100_1477281102.jpg,100_1477281102,.jpg,35955,bfd8dda96c511aebae1d7ed28574a8a1c9efafdb2ab949c665e111bcc0fd8fa7,True,640,480,RGB,1-coins/100_1477281102.json,labelme_imagePath,1,
501,1-coins/100_1477281108.jpg,100_1477281108.jpg,100_1477281108,.jpg,36311,f9f156ba1c49902ee3693880aac957661b78bde62a3f37f8609b6d21b1f64402,True,640,480,RGB,1-coins/100_1477281108.json,labelme_imagePath,1,
502,1-coins/100_1477281114.jpg,100_1477281114.jpg,100_1477281114,.jpg,36973,21ecd6e07a1cce112d125adb864fa4e7a0954a06f9df3793d1c032cdb4023bc7,True,640,480,RGB,1-coins/100_1477281114.json,labelme_imagePath,1,
503,1-coins/100_1477281120.jpg,100_1477281120.jpg,100_1477281120,.jpg,35795,b6e55c48b5acee2290e3988e08d78f551a2136a4d59c4ec768f458b9b91cdd39,True,640,480,RGB,1-coins/100_1477281120.json,labelme_imagePath,1,
504,1-coins/100_1477281126.jpg,100_1477281126.jpg,100_1477281126,.jpg,35578,2ab99fcd8f9aee93e0de10662fceb5a58d0a894288ae1c6083175c7821265160,True,640,480,RGB,1-coins/100_1477281126.json,labelme_imagePath,1,
505,1-coins/100_1477281132.jpg,100_1477281132.jpg,100_1477281132,.jpg,35726,7c4b990f0c14290efd940bff59541b7d24927f217360e0fb8e202f8e1da6db79,True,640,480,RGB,1-coins/100_1477281132.json,labelme_imagePath,1,
506,1-coins/100_1477281138.jpg,100_1477281138.jpg,100_1477281138,.jpg,35614,18caddc0016b3fbf0dae787120d4099a649fb6cbef885fdc9f38aafa3754b62c,True,640,480,RGB,1-coins/100_1477281138.json,labelme_imagePath,1,
507,1-coins/100_1477281144.jpg,100_1477281144.jpg,100_1477281144,.jpg,35410,a6ee71d8f8c3196dd48989b11949a3c133ef88c3c6085b214d1255e101a0afd7,True,640,480,RGB,1-coins/100_1477281144.json,labelme_imagePath,1,
508,1-coins/100_1477281150.jpg,100_1477281150.jpg,100_1477281150,.jpg,33688,35a840968b4b44c8ba41f4c4d8360d0fcc9b96cc1959844de7a5c2693ada5919,True,640,480,RGB,1-coins/100_1477281150.json,labelme_imagePath,1,
509,1-coins/100_1477281156.jpg,100_1477281156.jpg,100_1477281156,.jpg,33596,6733763fd2b3ea7a22f9257d51157c7a7ee0848c2b25d671c61a2006339ae2c6,True,640,480,RGB,1-coins/100_1477281156.json,labelme_imagePath,1,
510,1-coins/100_1477281162.jpg,100_1477281162.jpg,100_1477281162,.jpg,33892,c87a56689eb7e057d38a25e33e28d87bdfb029b51f3282a4997669d24cf2c7fa,True,640,480,RGB,1-coins/100_1477281162.json,labelme_imagePath,1,
511,1-coins/100_1477281168.jpg,100_1477281168.jpg,100_1477281168,.jpg,33876,05d47e3002eda138a72b28b3b46b2d550ba6de1af8375fb544fdb4ff1f999089,True,640,480,RGB,1-coins/100_1477281168.json,labelme_imagePath,1,
512,1-coins/100_1477281174.jpg,100_1477281174.jpg,100_1477281174,.jpg,35471,9666f39b11fd34ff17ad8c7ec350377a44332ba9f9239f57f46603e72dadcb1e,True,640,480,RGB,1-coins/100_1477281174.json,labelme_imagePath,1,
513,1-coins/100_1477281180.jpg,100_1477281180.jpg,100_1477281180,.jpg,33970,4580bbe99f842bb8ca3127a8a0b8b8087329fe7d4ab3a3acd64ae29988f5fc6c,True,640,480,RGB,1-coins/100_1477281180.json,labelme_imagePath,1,
514,1-coins/100_1477281186.jpg,100_1477281186.jpg,100_1477281186,.jpg,34304,c08b05463df9b0569c5da096aa02be6248d963243650841e9078a1229734fa42,True,640,480,RGB,1-coins/100_1477281186.json,labelme_imagePath,1,
515,1-coins/100_1477281192.jpg,100_1477281192.jpg,100_1477281192,.jpg,34468,3294a2ad39f31e8ba439c772d9cf375101fb81ef198521c7f848e9867f174ccc,True,640,480,RGB,1-coins/100_1477281192.json,labelme_imagePath,1,
516,1-coins/100_1477281198.jpg,100_1477281198.jpg,100_1477281198,.jpg,34882,e51955d80e5808bec96dece5462cbdcf42514bd018645dc3bb7eec592736424d,True,640,480,RGB,1-coins/100_1477281198.json,labelme_imagePath,1,
517,1-coins/100_1477281204.jpg,100_1477281204.jpg,100_1477281204,.jpg,34955,f9482fb3914bdfeb5e4f06b3d43ba32361aca850bdf947c25f2b8907dc5febba,True,640,480,RGB,1-coins/100_1477281204.json,labelme_imagePath,1,
518,1-coins/100_1477281210.jpg,100_1477281210.jpg,100_1477281210,.jpg,34592,2971f4309b243496bc25b99de92bd12eb5316247122127fcfbf5844aa1469468,True,640,480,RGB,1-coins/100_1477281210.json,labelme_imagePath,1,
519,1-coins/100_1477281216.jpg,100_1477281216.jpg,100_1477281216,.jpg,34267,57bf8e3acc0ff7ee1bec360765f14fc1c9dcade0d8990e014802466f3f3f610c,True,640,480,RGB,1-coins/100_1477281216.json,labelme_imagePath,1,
520,1-coins/100_1477281228.jpg,100_1477281228.jpg,100_1477281228,.jpg,34794,8dec5133deb59c1f29bfab4ff3e35b2af043739c59e03db5b5af99e2b29aa5c1,True,640,480,RGB,1-coins/100_1477281228.json,labelme_imagePath,1,
521,1-coins/100_1477281234.jpg,100_1477281234.jpg,100_1477281234,.jpg,34872,9b4be34be51157c3bbccc6919f4b01e735f0285f870e2dc526d2211180947720,True,640,480,RGB,1-coins/100_1477281234.json,labelme_imagePath,1,
522,1-coins/100_1477281240.jpg,100_1477281240.jpg,100_1477281240,.jpg,34928,8cfcc57fc875e51de282782fb41ee9649e260ea1bf4fd7b77e4153ac657ea49b,True,640,480,RGB,1-coins/100_1477281240.json,labelme_imagePath,1,
523,1-coins/100_1477281246.jpg,100_1477281246.jpg,100_1477281246,.jpg,34895,e0d8fa24555a50d910427251cb3f7a68b3604b6f63e3a9dbd3facf742848c730,True,640,480,RGB,1-coins/100_1477281246.json,labelme_imagePath,1,
524,1-coins/100_1477281252.jpg,100_1477281252.jpg,100_1477281252,.jpg,35766,8d5e57c830018787117923ad07d42ba4bf9d3ddda61f5c8952342eefdcc18018,True,640,480,RGB,1-coins/100_1477281252.json,labelme_imagePath,1,
525,1-coins/100_1477281258.jpg,100_1477281258.jpg,100_1477281258,.jpg,35615,10d38135422b572523f2226053fe89bc109f5e9f0f6f4ca6e95dc57640e2ea13,True,640,480,RGB,1-coins/100_1477281258.json,labelme_imagePath,1,
526,1-coins/100_1477281264.jpg,100_1477281264.jpg,100_1477281264,.jpg,34727,1a0ba3c784399461e237212c619ae1c77bec5c61e569534954b76466cda254e2,True,640,480,RGB,1-coins/100_1477281264.json,labelme_imagePath,1,
527,1-coins/100_1477281270.jpg,100_1477281270.jpg,100_1477281270,.jpg,34793,523156a1fa59d3bd7b0b38484222e16d21304cd4546c1c9902b207eadf16192f,True,640,480,RGB,1-coins/100_1477281270.json,labelme_imagePath,1,
528,1-coins/100_1477281276.jpg,100_1477281276.jpg,100_1477281276,.jpg,34409,88898c49a2e1b1f2c2a76835e5ee52fde127fa6cac6af9b12ad968ae7358fc7c,True,640,480,RGB,1-coins/100_1477281276.json,labelme_imagePath,1,
529,1-coins/100_1477281282.jpg,100_1477281282.jpg,100_1477281282,.jpg,34613,0a794a7f06518c5319283c25ccb4046eafcf3a973205a1937a4d4a6dc9111b1c,True,640,480,RGB,1-coins/100_1477281282.json,labelme_imagePath,1,
530,1-coins/100_1477281288.jpg,100_1477281288.jpg,100_1477281288,.jpg,34496,51b955e389829bb685b390c5017d87d991a34ba71f16747ab36895b82f6c1f3e,True,640,480,RGB,1-coins/100_1477281288.json,labelme_imagePath,1,
531,1-coins/100_1477281294.jpg,100_1477281294.jpg,100_1477281294,.jpg,34747,0af02d241037d0ca0cf6b52dcfcf2110a64ead104e67fbfd6ffbdacce0896fcc,True,640,480,RGB,1-coins/100_1477281294.json,labelme_imagePath,1,
532,1-coins/100_1477281300.jpg,100_1477281300.jpg,100_1477281300,.jpg,34645,4cc456dc2f2e87b13435f84633246cc8569de7ce452f93e8e8a350353b6d60ef,True,640,480,RGB,1-coins/100_1477281300.json,labelme_imagePath,1,
533,1-coins/100_1477281306.jpg,100_1477281306.jpg,100_1477281306,.jpg,34780,24d181684c8ab36da6d03d6551786a9d673dbac39c1d7a795c4530be4e1e514c,True,640,480,RGB,1-coins/100_1477281306.json,labelme_imagePath,1,
534,1-coins/100_1477281312.jpg,100_1477281312.jpg,100_1477281312,.jpg,34314,cca680d160580c9cf522f6eb2ec235d3503b9cb30235e4f497b218b5694564d9,True,640,480,RGB,1-coins/100_1477281312.json,labelme_imagePath,1,
535,1-coins/100_1477281318.jpg,100_1477281318.jpg,100_1477281318,.jpg,34709,d489787157960617c5927dccc6acc79e1d517185598c69920fb15cb31cedbbb2,True,640,480,RGB,1-coins/100_1477281318.json,labelme_imagePath,1,
536,1-coins/100_1477281324.jpg,100_1477281324.jpg,100_1477281324,.jpg,35242,35f99eb998c22571f709001fc62c47b0fa4e4c64395375841c3e515ab14660c3,True,640,480,RGB,1-coins/100_1477281324.json,labelme_imagePath,1,
537,1-coins/100_1477281330.jpg,100_1477281330.jpg,100_1477281330,.jpg,35132,44792758a0625ac6d5ed872a71f2d8d0a04fc95d03b807379f83b5ac3e9cd4a6,True,640,480,RGB,1-coins/100_1477281330.json,labelme_imagePath,1,
538,1-coins/100_1477281336.jpg,100_1477281336.jpg,100_1477281336,.jpg,35481,e68ed7cfba468729d2834cf7900c7b232c5291a0b0813c5f8fad4afd008126fa,True,640,480,RGB,1-coins/100_1477281336.json,labelme_imagePath,1,
539,1-coins/100_1477281342.jpg,100_1477281342.jpg,100_1477281342,.jpg,35246,1259a526ee72bbdfa77ccbe3cf0d88da4563d63ff3342165163578cb0c71a074,True,640,480,RGB,1-coins/100_1477281342.json,labelme_imagePath,1,
540,1-coins/100_1477281348.jpg,100_1477281348.jpg,100_1477281348,.jpg,35396,1bd40b6bb5de29387aa453b49e08130e1f0782865dd0394b7ddce5389575b75d,True,640,480,RGB,1-coins/100_1477281348.json,labelme_imagePath,1,
541,1-coins/100_1477281354.jpg,100_1477281354.jpg,100_1477281354,.jpg,34531,9a3d74cf06b07e7a63e7dece035934a34d3fabb7ad2e212dbec361878191da09,True,640,480,RGB,1-coins/100_1477281354.json,labelme_imagePath,1,
542,1-coins/100_1477281360.jpg,100_1477281360.jpg,100_1477281360,.jpg,34820,9b67b89a1fbd79e0ab36c571e6d8e513c273dd76c74ff67cf0940702c31e9837,True,640,480,RGB,1-coins/100_1477281360.json,labelme_imagePath,1,
543,1-coins/100_1477281366.jpg,100_1477281366.jpg,100_1477281366,.jpg,34708,38dfa09211b6f202ca6b05eecdef520dfeb27f5ebeb9fb51eb034abd18c88ae3,True,640,480,RGB,1-coins/100_1477281366.json,labelme_imagePath,1,
544,1-coins/100_1477281372.jpg,100_1477281372.jpg,100_1477281372,.jpg,35267,615c741959530175a3a11c82049e631bbc6fe551b5a7e754fe0211ce0d7b3a52,True,640,480,RGB,1-coins/100_1477281372.json,labelme_imagePath,1,
545,1-coins/100_1477281378.jpg,100_1477281378.jpg,100_1477281378,.jpg,35101,bb7af0b46ca8956ed0dbb6bd99d700f1697fbb54de42be0a662224824403ca89,True,640,480,RGB,1-coins/100_1477281378.json,labelme_imagePath,1,
546,1-coins/100_1477281384.jpg,100_1477281384.jpg,100_1477281384,.jpg,34838,03174531593270ab5814d461c26651058aa90944ebd8cfcd5bdf7be2a7f24d09,True,640,480,RGB,1-coins/100_1477281384.json,labelme_imagePath,1,
547,1-coins/100_1477281390.jpg,100_1477281390.jpg,100_1477281390,.jpg,34644,199d606bd063715a8abbc37eaac28cd54c3e1aca415a82789cb5cfcda234f603,True,640,480,RGB,1-coins/100_1477281390.json,labelme_imagePath,1,
548,1-coins/100_1477281396.jpg,100_1477281396.jpg,100_1477281396,.jpg,33763,fc8cc05396a1f738d765b236a34482acbed2020df472980d6e2996cd2cd73cfb,True,640,480,RGB,1-coins/100_1477281396.json,labelme_imagePath,1,
549,1-coins/100_1477281402.jpg,100_1477281402.jpg,100_1477281402,.jpg,35357,e0d4df186119ffe740ba98667b6b2d3d4ce68fa9ce36e425808f5ef499cfc910,True,640,480,RGB,1-coins/100_1477281402.json,labelme_imagePath,1,
550,1-coins/100_1477281420.jpg,100_1477281420.jpg,100_1477281420,.jpg,34242,9c7bee69173b19865092fc0e0c25acf1211f2ba3d994e9b908a50c752992963f,True,640,480,RGB,1-coins/100_1477281420.json,labelme_imagePath,1,
551,1-coins/100_1477281426.jpg,100_1477281426.jpg,100_1477281426,.jpg,34192,24ec63d5704524cdb1cdde6e53dc7216b6f186e9d819207b71fa02504d1acc96,True,640,480,RGB,1-coins/100_1477281426.json,labelme_imagePath,1,
552,1-coins/100_1477281432.jpg,100_1477281432.jpg,100_1477281432,.jpg,33965,9b84d1553fcc390485342facf52fb279c73eeb2ad9bbf3edd74025ae854b4e50,True,640,480,RGB,1-coins/100_1477281432.json,labelme_imagePath,1,
553,1-coins/100_1477281438.jpg,100_1477281438.jpg,100_1477281438,.jpg,34045,11c60fe41d17e3a34761c8ed63140219058bf616a4ca5af33ff82a5a7cbc2080,True,640,480,RGB,1-coins/100_1477281438.json,labelme_imagePath,1,
554,1-coins/100_1477281444.jpg,100_1477281444.jpg,100_1477281444,.jpg,34372,ee582fcdf2f03d446235a1464f6bee997709f06b418a7d5d7473ddba7b62bb4f,True,640,480,RGB,1-coins/100_1477281444.json,labelme_imagePath,1,
555,1-coins/100_1477281450.jpg,100_1477281450.jpg,100_1477281450,.jpg,34375,fa30b4b053d01fc37b6e63c57fbaf3250acc47542446007ca031e0ee692dc967,True,640,480,RGB,1-coins/100_1477281450.json,labelme_imagePath,1,
556,1-coins/100_1477281456.jpg,100_1477281456.jpg,100_1477281456,.jpg,34955,5d2bb7e5250590b10a77f079ce7f419424dd336383a5f642e34b26d206803179,True,640,480,RGB,1-coins/100_1477281456.json,labelme_imagePath,1,
557,1-coins/100_1477281462.jpg,100_1477281462.jpg,100_1477281462,.jpg,35900,4c0503967e3150936ff2f622e7f4c79bf059aa299231b32484cff533ef21aee7,True,640,480,RGB,1-coins/100_1477281462.json,labelme_imagePath,1,
558,1-coins/100_1477281468.jpg,100_1477281468.jpg,100_1477281468,.jpg,36706,f462d63738123f3008ee59a779246e24fb6e31ab62a38fe636af27663d667cef,True,640,480,RGB,1-coins/100_1477281468.json,labelme_imagePath,1,
559,1-coins/100_1477281474.jpg,100_1477281474.jpg,100_1477281474,.jpg,35909,2d61ca92345e17a162a98f8bde8bd855c2ae3bf1b25aac5b1dd7b1ff60926579,True,640,480,RGB,1-coins/100_1477281474.json,labelme_imagePath,1,
560,1-coins/100_1477281480.jpg,100_1477281480.jpg,100_1477281480,.jpg,35812,f4145b99e408bf2d740e5e1810648b83f24de35e264d8cba12c9d8ae495e0a7f,True,640,480,RGB,1-coins/100_1477281480.json,labelme_imagePath,1,
561,1-coins/100_1477281486.jpg,100_1477281486.jpg,100_1477281486,.jpg,35469,2b1fb19fed465eb0448c0586aac2eb0d8a152f2996851a3cc329c8974e8f3ffa,True,640,480,RGB,1-coins/100_1477281486.json,labelme_imagePath,1,
562,1-coins/100_1477281492.jpg,100_1477281492.jpg,100_1477281492,.jpg,35612,792da3e2dd920c1c90e4852132f8fe1e6ec36f7f98b9584f15105698f1b4adcf,True,640,480,RGB,1-coins/100_1477281492.json,labelme_imagePath,1,
563,1-coins/100_1477281498.jpg,100_1477281498.jpg,100_1477281498,.jpg,36195,6e4bac3d79c7d19ec543e63b6e5d3d8c37fbd353625ba8ef0cfad656935b36ff,True,640,480,RGB,1-coins/100_1477281498.json,labelme_imagePath,1,
564,1-coins/100_1477281504.jpg,100_1477281504.jpg,100_1477281504,.jpg,36575,100add138ea802c82acc200b34ad9405c084247ce7060169026c474a79fbfce5,True,640,480,RGB,1-coins/100_1477281504.json,labelme_imagePath,1,
565,1-coins/100_1477281510.jpg,100_1477281510.jpg,100_1477281510,.jpg,36362,1925c32992a6d4eb6c41d8dcef11c83651a087f45a8f77036eacdabe00de005f,True,640,480,RGB,1-coins/100_1477281510.json,labelme_imagePath,1,
566,1-coins/100_1477281516.jpg,100_1477281516.jpg,100_1477281516,.jpg,35999,5110cc6a62aab8d33081131d0231eca5fb93f4c09898e6f55ad68eed8a0a9e44,True,640,480,RGB,1-coins/100_1477281516.json,labelme_imagePath,1,
567,1-coins/100_1477281522.jpg,100_1477281522.jpg,100_1477281522,.jpg,35248,5639a19e59e7c41d1e0ecfba7b12cf115e5d65b6b8876871f641a35f3532bb47,True,640,480,RGB,1-coins/100_1477281522.json,labelme_imagePath,1,
568,1-coins/100_1477281528.jpg,100_1477281528.jpg,100_1477281528,.jpg,35567,a6567d6c19136a0dfd118f78f0f8b910a4e05da0a8e1656296de97a66125ad7f,True,640,480,RGB,1-coins/100_1477281528.json,labelme_imagePath,1,
569,1-coins/100_1477281534.jpg,100_1477281534.jpg,100_1477281534,.jpg,35002,2b5504c6b3fac6f272801cfef2283ebda4db325a8b8c78034407c09207e779a3,True,640,480,RGB,1-coins/100_1477281534.json,labelme_imagePath,1,
570,1-coins/100_1477281540.jpg,100_1477281540.jpg,100_1477281540,.jpg,35343,cc0462839edbf0aad0d1be505f5826b064c10ccb77cd8f8deb90db960b0f981e,True,640,480,RGB,1-coins/100_1477281540.json,labelme_imagePath,1,
571,1-coins/100_1477281546.jpg,100_1477281546.jpg,100_1477281546,.jpg,35761,64af3564a1dbedb14d60efc32395a38db50b006c91f7d0d8879272f374848be5,True,640,480,RGB,1-coins/100_1477281546.json,labelme_imagePath,1,
572,1-coins/100_1477281552.jpg,100_1477281552.jpg,100_1477281552,.jpg,35377,57a53c2db3f827cd1c47c60caec9cd6e6758db921651e645c28b51c35acd018b,True,640,480,RGB,1-coins/100_1477281552.json,labelme_imagePath,1,
573,1-coins/100_1477281558.jpg,100_1477281558.jpg,100_1477281558,.jpg,35681,17dedd08a39d17f3b320f7cc73acc5dd01825997477cf3405cb29483daf8d16b,True,640,480,RGB,1-coins/100_1477281558.json,labelme_imagePath,1,
574,1-coins/100_1477281564.jpg,100_1477281564.jpg,100_1477281564,.jpg,35451,daf63419c501a5667b45fdd6c6cefec02ca23f90681d26f9709eb4af367b06e0,True,640,480,RGB,1-coins/100_1477281564.json,labelme_imagePath,1,
575,1-coins/100_1477281570.jpg,100_1477281570.jpg,100_1477281570,.jpg,35950,1fa55b561d257f465e9a846e72844203ee4afdc45be35c1cef5ab80bd243b3e0,True,640,480,RGB,1-coins/100_1477281570.json,labelme_imagePath,1,
576,1-coins/100_1477281576.jpg,100_1477281576.jpg,100_1477281576,.jpg,36301,b6eb68a491601d34c1ab7a08f878030586ab83aaf791fe448911455f057a5271,True,640,480,RGB,1-coins/100_1477281576.json,labelme_imagePath,1,
577,1-coins/100_1477281582.jpg,100_1477281582.jpg,100_1477281582,.jpg,36000,947db1f45af1fae66f32f9b726743ed6068a04f61582ad72c5a07a3ccf2f0c25,True,640,480,RGB,1-coins/100_1477281582.json,labelme_imagePath,1,
578,1-coins/100_1477281588.jpg,100_1477281588.jpg,100_1477281588,.jpg,34507,c95dea779c9bba3bf17adc6954e63b375981be1fd0408dda3f812cb6463a8b66,True,640,480,RGB,1-coins/100_1477281588.json,labelme_imagePath,1,
579,1-coins/100_1477281594.jpg,100_1477281594.jpg,100_1477281594,.jpg,33632,136abeff88966824d2d0fe1aa235c838f755c560a828b37abad075646cc81eb0,True,640,480,RGB,1-coins/100_1477281594.json,labelme_imagePath,1,
580,1-coins/100_1477281612.jpg,100_1477281612.jpg,100_1477281612,.jpg,34696,f27df6d8cd738025157d031b24a1d644cb1c0d0dd09d8def4b2c877c03972cb0,True,640,480,RGB,1-coins/100_1477281612.json,labelme_imagePath,1,
581,1-coins/100_1477281618.jpg,100_1477281618.jpg,100_1477281618,.jpg,34401,c072dd71ee3cdd5a594e66940ad62cba7afc7f13183c94edc74f892c5e9f940b,True,640,480,RGB,1-coins/100_1477281618.json,labelme_imagePath,1,
582,1-coins/100_1477281624.jpg,100_1477281624.jpg,100_1477281624,.jpg,34272,3711aee7519d0611472a0b925bfd5b66686e7e0d827467850441c041cac77066,True,640,480,RGB,1-coins/100_1477281624.json,labelme_imagePath,1,
583,1-coins/100_1477281630.jpg,100_1477281630.jpg,100_1477281630,.jpg,34854,3be31dffa33e39028be63525454229d843c84df022a7c35d4c48756d077cbc6d,True,640,480,RGB,1-coins/100_1477281630.json,labelme_imagePath,1,
584,1-coins/100_1477281636.jpg,100_1477281636.jpg,100_1477281636,.jpg,34266,95c1b27f17c83f19572cc8654237d4e1eec1c10afc3b732454eb6a716c16c60c,True,640,480,RGB,1-coins/100_1477281636.json,labelme_imagePath,1,
585,1-coins/100_1477281642.jpg,100_1477281642.jpg,100_1477281642,.jpg,33972,b46965f3e081bdf157c9dac5a87b98aa207d3abdac3cd58103b090f6aa656da3,True,640,480,RGB,1-coins/100_1477281642.json,labelme_imagePath,1,
586,1-coins/100_1477281648.jpg,100_1477281648.jpg,100_1477281648,.jpg,34184,a8b31649db638ec47ffb1059e5dbf6e18775382ce073bbbd67cff8f6de0b8819,True,640,480,RGB,1-coins/100_1477281648.json,labelme_imagePath,1,
587,1-coins/100_1477281654.jpg,100_1477281654.jpg,100_1477281654,.jpg,34493,7b06cb3431dee98c30b53c26f170f43b82e524ec0068060439d402775ebd0868,True,640,480,RGB,1-coins/100_1477281654.json,labelme_imagePath,1,
